Provider,Service,Sector,Quantity,Price,Date
Google,Containers,Private,,56.25,2001-06-14
IBM,Data Science,Private,,,2018-01-02
Cisco,Containers,Public,,77.25,2001-07-05
Microsoft,Containers,NGO,,61.25,2013-07-03
Oracle,Storage,Public,,62.5,2015-09-09
Google,Containers,,40,,2016-05-26
Facebook,Compute,,,69.25,2018-06-07
Microsoft,Containers,,40,71,2000-08-15
Microsoft,Authentication,Private,24,75.75,2019-06-26
Microsoft,Data Science,NGO,1,69.5,2017-03-26
IBM,Compute,NGO,,65,2015-07-12
Amazon,Containers,NGO,,71.75,2011-03-20
Google,Compute,Public,28,63.75,2005-01-06
Oracle,Containers,,,,2016-07-04
Cisco,Processor,Public,33,77.25,2003-05-21
IBM,Data Science,Public,26,,2009-07-20
Cisco,Storage,,3,62,2005-06-16
Oracle,Containers,,,,2009-07-11
Amazon,Data Science,Public,,61,2004-07-24
IBM,Compute,NGO,11,52.75,2007-09-13
Facebook,Authentication,Private,,61,2000-05-14
IBM,Database,Public,,,2014-08-18
Facebook,Storage,Public,32,,2017-04-24
Google,Containers,Private,,71.5,2016-03-10
Cisco,Authentication,NGO,,,2007-08-17
Google,Processor,Private,,77.75,2019-06-20
Amazon,Containers,Public,14,50.75,2010-04-05
Amazon,Authentication,Private,9,78.25,2000-06-21
IBM,Database,Private,,63.25,2016-08-18
Oracle,Authentication,NGO,32,,2016-05-22
Microsoft,Data Science,Public,,67.25,2006-07-04
Amazon,Database,NGO,,72,2006-06-09
Facebook,Processor,NGO,,66,2013-06-09
Cisco,Authentication,,,65,2009-06-13
Facebook,Database,,,,2006-04-12
Oracle,Database,Private,26,76.75,2019-05-18
Amazon,Storage,Private,3,67.75,2006-06-05
Cisco,Storage,,7,56.75,2011-03-10
Microsoft,Processor,,,54.5,2017-04-22
Google,Processor,Public,19,54,2013-05-24
Microsoft,Processor,Private,,58.75,2001-08-13
Facebook,Data Science,,50,79,2003-04-17
Google,Database,NGO,43,,2019-03-13
Facebook,Database,,,69,2015-05-06
Amazon,Containers,Private,48,58.25,2016-05-12
Facebook,Data Science,NGO,29,64.25,2002-03-25
Oracle,Containers,,2,,2010-03-01
Amazon,Processor,NGO,,70,2009-08-06
Microsoft,Containers,NGO,,59.25,2015-03-16
Facebook,Processor,,39,,2007-06-07
Google,Compute,,,,2008-04-12
Facebook,Database,,,,2015-06-15
Amazon,Data Science,NGO,,50,2015-08-17
IBM,Authentication,NGO,42,59.5,2004-07-12
Amazon,Processor,,,,2003-05-01
Cisco,Compute,Public,,54.25,2007-07-12
Oracle,Processor,,39,58,2001-05-08
Amazon,Storage,,28,61.75,2009-05-17
IBM,Data Science,Public,,,2004-05-01
IBM,Data Science,Public,41,67,2014-06-08
Facebook,Storage,Public,22,75.25,2019-03-20
Cisco,Processor,NGO,,59.5,2019-07-14
Google,Data Science,NGO,,,2005-05-17
Cisco,Database,NGO,16,79.75,2004-08-03
Google,Processor,Private,,,2010-03-21
Google,Database,Private,44,,2000-08-24
Google,Data Science,,36,72.5,2010-06-16
Google,Storage,Private,48,69.75,2014-05-20
Google,Compute,,15,61,2008-05-06
Amazon,Authentication,,36,,2012-03-04
Amazon,Storage,,27,,2010-07-13
Oracle,Containers,NGO,,67.25,2000-04-15
IBM,Authentication,Private,7,,2006-04-03
Microsoft,Data Science,,,,2012-08-09
Microsoft,Authentication,Private,,65.75,2018-04-19
Microsoft,Storage,Private,11,,2010-07-05
Amazon,Data Science,NGO,14,,2007-06-05
Microsoft,Containers,NGO,,,2017-08-26
Google,Compute,NGO,39,68,2013-04-04
Oracle,Compute,Private,,,2013-03-08
Oracle,Processor,Private,17,,2018-08-26
Microsoft,Containers,Public,,,2017-09-04
Microsoft,Storage,Private,,,2018-07-09
Oracle,Authentication,Private,38,68.5,2017-04-08
Cisco,Database,Private,,71.25,2007-04-09
IBM,Database,NGO,45,67,2018-05-09
Oracle,Database,NGO,22,79.25,2001-08-23
Oracle,Storage,NGO,,70.5,2015-03-11
Amazon,Processor,NGO,12,69.5,2001-05-09
IBM,Processor,Public,,74.75,2018-07-04
Google,Data Science,NGO,6,,2001-03-23
Microsoft,Authentication,Public,35,73.75,2017-05-12
Facebook,Processor,,,,2001-06-20
IBM,Authentication,NGO,,54.5,2014-04-17
Facebook,Authentication,NGO,10,79.75,2000-01-09
Facebook,Storage,,26,,2005-08-24
Facebook,Compute,Public,26,,2018-09-07
Cisco,Containers,Private,,66.5,2009-04-14
Oracle,Compute,NGO,43,,2002-03-17
Google,Containers,NGO,1,,2003-07-19
Amazon,Containers,,,,2017-10-02
Oracle,Processor,,4,,2013-06-14
Amazon,Storage,NGO,46,,2003-06-20
IBM,Database,NGO,49,53.75,2009-07-22
Cisco,Authentication,Public,,67.75,2002-04-18
Cisco,Authentication,,28,,2014-11-04
Cisco,Storage,Public,,57.75,2016-04-15
Amazon,Compute,Private,32,70.5,2013-04-04
Amazon,Database,Public,39,,2004-06-16
Amazon,Data Science,Private,,,2004-03-11
Microsoft,Storage,NGO,,72.5,2008-05-20
Cisco,Authentication,Private,14,67.75,2004-06-20
Google,Data Science,Public,,,2013-07-22
Cisco,Storage,NGO,40,66.5,2018-06-26
Cisco,Authentication,NGO,,73.25,2012-10-06
Microsoft,Database,,44,67,2016-05-10
Google,Storage,NGO,1,56.5,2002-06-01
Google,Processor,Private,34,62.75,2015-08-24
Microsoft,Authentication,Private,41,,2011-06-23
Oracle,Containers,Public,,79.25,2008-06-06
Google,Processor,Public,17,,2007-04-14
Google,Compute,,,73.5,2010-07-22
Facebook,Data Science,Public,50,,2014-06-18
Cisco,Authentication,NGO,,59,2016-02-12
IBM,Processor,Private,,75,2012-10-08
Microsoft,Database,,,,2003-03-09
Amazon,Data Science,Public,37,,2015-08-24
Oracle,Data Science,Public,42,,2009-04-10
Oracle,Containers,NGO,,,2002-10-16
Google,Database,Public,35,63.75,2012-08-09
Microsoft,Storage,NGO,,54.5,2010-07-01
Cisco,Data Science,NGO,39,53.5,2013-06-03
Microsoft,Storage,Public,,62.5,2007-04-16
Microsoft,Processor,,,60.5,2003-07-08
Cisco,Compute,Public,,69,2004-07-02
Microsoft,Compute,Public,45,74,2005-09-12
Cisco,Compute,Public,,75.75,2000-06-17
Cisco,Authentication,,,78.5,2012-07-02
Facebook,Database,Private,23,68.25,2015-06-21
Oracle,Database,,,53.5,2010-11-15
IBM,Authentication,,,,2004-07-02
Google,Authentication,,,56,2007-08-12
Oracle,Data Science,NGO,,,2010-11-24
Facebook,Database,,,57,2013-07-13
Facebook,Processor,Private,,,2006-02-26
Amazon,Database,Private,46,62.25,2007-05-21
Amazon,Database,NGO,12,70.25,2005-01-15
Cisco,Processor,,,72,2000-05-09
Facebook,Compute,Private,6,,2013-04-09
Facebook,Storage,Private,,,2012-07-19
Google,Compute,Public,,,2017-12-05
IBM,Database,Public,37,,2009-07-20
IBM,Data Science,NGO,,,2006-04-13
Microsoft,Database,Public,,69.5,2017-07-26
Google,Compute,NGO,34,65.25,2017-07-24
Amazon,Storage,,44,53,2011-10-06
Amazon,Processor,,21,67.25,2010-05-25
Microsoft,Authentication,,46,68,2004-05-14
Google,Data Science,Private,,74.25,2016-09-25
Amazon,Database,NGO,26,57.75,2008-04-09
Oracle,Processor,Public,48,,2008-05-19
Cisco,Storage,Private,37,,2018-04-08
Oracle,Storage,Public,22,,2005-07-19
Microsoft,Compute,NGO,,,2014-07-11
Microsoft,Authentication,,,,2018-05-04
IBM,Authentication,,3,53.25,2019-06-10
Amazon,Storage,NGO,,58.5,2015-07-15
IBM,Processor,Private,19,,2017-03-03
Google,Data Science,,0,55,2008-05-25
Facebook,Compute,Public,24,76,2016-05-10
Facebook,Authentication,,,68.5,2009-08-03
Oracle,Storage,Private,,70.5,2013-07-10
IBM,Database,Private,44,,2016-04-08
Oracle,Containers,,10,,2010-07-17
Facebook,Storage,Private,0,74.5,2013-09-15
Google,Database,NGO,,,2003-09-08
IBM,Authentication,,,70.5,2019-07-19
Microsoft,Authentication,Private,28,,2014-05-05
Amazon,Containers,NGO,,77,2010-07-22
IBM,Containers,NGO,47,,2015-06-03
Google,Storage,Public,,74,2013-07-10
IBM,Processor,Private,12,58.25,2016-03-10
Microsoft,Authentication,Public,23,79.5,2008-05-21
Google,Containers,NGO,0,,2001-04-10
Google,Processor,,,63.5,2013-02-23
IBM,Database,Public,11,73.5,2005-06-26
IBM,Storage,Private,50,59.75,2003-05-18
IBM,Processor,NGO,,64.5,2013-08-03
Facebook,Processor,,36,69.5,2009-06-02
IBM,Authentication,,,,2014-10-13
Oracle,Database,,,59.5,2009-06-18
Facebook,Containers,Private,,61.25,2000-04-11
Oracle,Containers,,,72.25,2000-11-09
Cisco,Containers,Public,,,2017-07-21
Facebook,Storage,,22,64.75,2000-10-10
Facebook,Data Science,NGO,26,53.5,2015-06-26
Microsoft,Compute,,,76,2014-08-04
Amazon,Data Science,Public,,,2007-05-08
Cisco,Database,NGO,22,70.5,2008-07-15
IBM,Database,Private,9,,2014-05-22
Facebook,Authentication,NGO,23,57.25,2002-05-06
Amazon,Processor,,14,50,2001-05-01
Oracle,Data Science,,23,75.25,2007-07-15
Amazon,Containers,NGO,48,,2001-03-17
IBM,Database,,,74.25,2013-04-07
Oracle,Compute,NGO,37,60.5,2003-10-07
Facebook,Containers,Private,3,54.25,2004-07-22
Amazon,Containers,Private,36,,2004-08-19
IBM,Storage,NGO,,72,2007-07-14
IBM,Authentication,Public,,,2011-06-26
Microsoft,Compute,,44,57,2016-09-03
IBM,Compute,Public,,,2016-04-24
Cisco,Containers,,30,63.25,2010-07-18
Cisco,Compute,,,76.75,2017-06-02
Cisco,Processor,Private,,,2004-10-07
IBM,Database,,0,51.75,2002-03-26
IBM,Authentication,Private,37,56.5,2018-05-26
Google,Database,,,55.75,2010-09-07
Facebook,Authentication,Private,,53.25,2014-04-23
Facebook,Containers,,21,,2008-04-12
Cisco,Compute,Public,22,,2018-06-19
Cisco,Containers,Public,23,,2007-05-15
Oracle,Data Science,,,61,2012-09-13
Google,Data Science,Private,47,,2009-06-23
Amazon,Authentication,,,60,2018-07-15
Oracle,Database,Private,21,72.5,2001-07-04
Oracle,Authentication,Public,36,,2012-02-26
Cisco,Data Science,NGO,39,74.5,2012-05-12
Facebook,Processor,Public,14,,2006-07-06
Amazon,Storage,,40,71,2004-05-24
Google,Database,Public,,66.5,2012-05-26
Microsoft,Authentication,Private,25,77.25,2001-08-06
IBM,Containers,Private,,,2015-07-08
Amazon,Database,Private,2,,2019-05-25
Google,Authentication,Private,25,76,2007-05-25
Facebook,Database,Public,,,2009-07-10
Facebook,Data Science,NGO,18,53.75,2008-08-13
Facebook,Processor,NGO,40,,2011-08-06
Oracle,Database,,31,70.5,2013-07-22
IBM,Processor,Private,,69.5,2018-03-10
IBM,Database,Private,,58.75,2001-06-11
Facebook,Compute,Private,,70.25,2016-03-06
Google,Data Science,,48,,2007-08-20
IBM,Database,Private,42,75.25,2001-09-22
Microsoft,Compute,Private,,,2008-07-06
Amazon,Compute,Private,29,60.5,2011-04-09
Amazon,Data Science,Public,20,,2010-09-20
Amazon,Containers,NGO,,62.5,2004-08-08
Cisco,Containers,Private,35,,2012-08-19
Google,Containers,NGO,5,,2000-09-12
Cisco,Authentication,NGO,,,2012-09-22
IBM,Storage,Private,38,80,2015-12-13
Cisco,Containers,Public,,51.5,2014-05-03
IBM,Storage,Public,,59.25,2001-07-23
Facebook,Containers,Public,,69,2008-08-20
Microsoft,Compute,NGO,22,65.25,2013-06-11
Oracle,Authentication,Private,25,77,2002-04-09
Cisco,Database,Private,34,,2009-05-14
Google,Processor,,,52,2000-07-10
Google,Processor,Public,,53.25,2011-07-06
Amazon,Processor,NGO,,,2019-04-21
Microsoft,Storage,Private,4,54.25,2004-05-07
Google,Storage,Private,,77,2011-07-15
Facebook,Database,,,,2014-05-23
Cisco,Compute,,26,79.25,2017-08-12
Cisco,Data Science,NGO,30,,2013-08-16
IBM,Containers,Public,23,71,2011-06-10
Cisco,Data Science,NGO,,73.25,2014-04-11
Oracle,Storage,Public,,,2007-03-13
Amazon,Database,Private,,66.5,2014-04-01
Oracle,Containers,Private,,,2011-05-24
Oracle,Database,Private,,,2005-08-08
IBM,Authentication,Private,25,,2006-05-08
Microsoft,Storage,NGO,12,,2002-07-03
IBM,Database,NGO,49,,2009-08-03
Amazon,Containers,Public,,58.5,2018-02-07
Amazon,Containers,NGO,,59.25,2002-06-06
Amazon,Authentication,,30,,2005-08-24
Oracle,Storage,Public,,59.25,2012-02-25
Cisco,Authentication,Public,,,2018-07-01
IBM,Authentication,Public,9,69.25,2003-04-07
IBM,Data Science,Private,15,53.25,2016-10-22
Amazon,Storage,Public,,65.5,2017-04-01
Cisco,Containers,Private,23,77.5,2010-05-25
IBM,Data Science,Public,,61.75,2017-08-16
Google,Storage,Private,,61.75,2018-08-14
Oracle,Storage,,37,72,2010-06-09
Google,Database,Private,,62,2008-01-10
Oracle,Database,Public,,,2003-06-13
Facebook,Data Science,Private,,,2014-04-13
Google,Processor,Public,36,,2002-03-19
IBM,Processor,Private,40,75.75,2006-06-09
Microsoft,Storage,NGO,38,,2015-05-18
Amazon,Storage,Private,0,,2019-02-16
Amazon,Processor,Private,1,67.25,2001-06-23
Google,Database,,0,69.75,2000-05-24
Cisco,Processor,Public,,59.25,2000-04-21
Microsoft,Compute,NGO,,,2000-09-05
Microsoft,Compute,Public,,,2019-06-25
Facebook,Compute,Private,,61.25,2004-05-17
Facebook,Storage,NGO,43,71.5,2015-03-05
Facebook,Authentication,,,,2000-09-25
IBM,Containers,,23,73.75,2003-11-22
Facebook,Authentication,,,79.25,2014-09-09
Google,Compute,Private,2,56.5,2008-06-05
Amazon,Data Science,,2,,2009-04-24
Oracle,Authentication,Private,,,2017-05-01
Google,Containers,Public,18,57.25,2015-05-18
Facebook,Database,NGO,12,,2013-03-21
IBM,Authentication,Public,16,71.75,2011-07-01
IBM,Database,Private,,,2016-05-16
Facebook,Database,,43,,2009-08-25
Facebook,Database,Public,11,59,2004-04-09
Google,Storage,Private,,66.75,2002-07-24
Amazon,Data Science,NGO,,54.75,2001-02-17
IBM,Compute,Public,,73.25,2008-05-13
Google,Containers,NGO,,,2008-06-23
Google,Compute,Private,13,54.25,2016-05-24
Facebook,Authentication,Private,43,,2011-07-15
Microsoft,Processor,NGO,,71.5,2018-04-11
Facebook,Storage,Public,,,2006-04-20
Oracle,Database,Private,,,2002-05-10
Facebook,Data Science,NGO,0,,2009-08-26
Facebook,Compute,NGO,,80,2002-06-17
Facebook,Compute,,28,73.25,2007-09-22
Facebook,Storage,Public,,76.25,2014-07-24
Facebook,Containers,Private,,58,2019-07-01
Facebook,Database,Private,45,,2001-07-11
Microsoft,Data Science,Private,17,,2002-08-21
Cisco,Data Science,Public,,,2004-07-05
Cisco,Storage,Private,,,2009-04-21
Google,Storage,Private,,50.25,2003-05-24
Amazon,Authentication,,6,64,2000-04-26
Microsoft,Data Science,NGO,,63,2019-09-26
Cisco,Database,NGO,14,61.5,2004-05-12
IBM,Authentication,NGO,23,59,2009-05-05
Microsoft,Database,,21,50.75,2006-01-23
Cisco,Database,,15,50.5,2017-04-14
Cisco,Authentication,Public,48,,2008-06-22
Facebook,Processor,NGO,13,77.75,2018-06-06
Facebook,Containers,,,58,2017-07-10
Google,Processor,Public,,72.25,2007-06-16
Facebook,Data Science,Public,,58.25,2013-07-23
IBM,Data Science,,27,50.5,2010-08-05
Facebook,Compute,Private,,61.75,2018-06-24
Google,Database,Public,,50.25,2012-05-07
Oracle,Authentication,,,,2003-06-18
Oracle,Processor,Private,,,2009-05-10
Cisco,Authentication,,,78.75,2017-05-11
Oracle,Authentication,Public,,71.5,2009-05-16
IBM,Storage,NGO,42,,2007-07-22
Cisco,Authentication,,21,,2010-04-01
Facebook,Authentication,Public,,58.25,2016-06-06
Microsoft,Data Science,Public,49,52.5,2001-02-10
Cisco,Storage,Public,44,76.5,2010-11-24
Amazon,Processor,NGO,6,64.5,2019-03-09
Cisco,Data Science,Private,27,56.5,2009-07-09
Facebook,Database,Public,36,54,2018-05-07
Oracle,Processor,,13,,2017-04-08
Amazon,Authentication,,40,80,2006-06-05
Oracle,Authentication,Private,24,,2014-05-26
Amazon,Data Science,,,70.25,2015-07-12
Microsoft,Compute,Private,,57.5,2015-08-20
Cisco,Storage,Public,50,,2007-03-23
IBM,Compute,Private,,,2017-07-25
Google,Storage,Private,17,67.75,2017-04-26
Google,Containers,NGO,,70.75,2013-06-19
Google,Data Science,Public,21,65,2014-07-26
Microsoft,Database,Public,,,2012-04-18
Facebook,Database,Public,22,73,2015-11-02
Google,Compute,,47,,2001-08-04
Amazon,Compute,Public,,,2019-07-09
Amazon,Database,,,,2016-06-04
Microsoft,Containers,Private,33,,2011-05-01
Facebook,Authentication,NGO,,68,2012-08-07
IBM,Authentication,,18,67.75,2019-05-16
Google,Containers,Public,,,2004-08-25
Oracle,Compute,NGO,,50.75,2016-06-07
Facebook,Database,Private,20,,2007-06-15
Microsoft,Database,NGO,41,,2014-03-26
Microsoft,Storage,,42,51.75,2005-04-10
Microsoft,Containers,,,,2015-06-17
Facebook,Processor,Public,47,,2006-01-24
Facebook,Processor,NGO,48,74.25,2003-02-24
Microsoft,Containers,Private,36,,2012-09-18
Google,Storage,,46,,2012-03-11
Amazon,Data Science,,,,2009-07-13
Facebook,Processor,,,76.75,2008-04-25
Microsoft,Storage,Public,,,2008-05-05
Microsoft,Database,NGO,,68.25,2018-04-20
Microsoft,Database,Public,,74.25,2000-09-08
Cisco,Processor,Public,,,2014-05-04
Cisco,Database,NGO,17,,2001-06-12
Facebook,Database,NGO,,73.5,2005-06-01
Oracle,Database,Private,,61.75,2019-04-24
Oracle,Database,,,,2006-09-02
Amazon,Compute,NGO,,66,2003-05-18
Amazon,Processor,Private,9,50,2012-01-20
Microsoft,Compute,Public,,,2014-04-06
Amazon,Processor,Public,16,75,2002-08-16
Oracle,Data Science,,,76.75,2017-07-22
Google,Data Science,Private,9,,2011-07-22
Oracle,Storage,Public,,56.5,2004-07-25
Cisco,Data Science,NGO,34,,2009-10-20
Facebook,Storage,NGO,39,,2018-08-24
Cisco,Processor,Public,,,2013-08-01
IBM,Containers,,50,,2015-05-11
Google,Database,NGO,21,65.5,2016-09-20
Oracle,Processor,,,,2013-05-07
Amazon,Storage,,13,77.5,2008-03-13
Facebook,Storage,Public,19,53.5,2005-03-11
Amazon,Data Science,Public,,,2004-09-09
Oracle,Processor,NGO,11,,2009-06-20
Google,Compute,Public,,64.5,2010-08-20
Facebook,Compute,Public,,75,2006-05-08
Facebook,Storage,NGO,42,,2011-08-02
Cisco,Containers,Public,,53,2010-12-05
Oracle,Compute,Public,,57,2010-07-16
Oracle,Containers,Public,,57.25,2009-09-18
Oracle,Containers,NGO,,61.5,2002-05-16
Google,Compute,Private,19,77,2008-09-19
Cisco,Compute,Public,,,2001-04-12
IBM,Database,Public,20,79.5,2010-06-19
Google,Containers,Public,16,52,2014-04-22
IBM,Data Science,Private,48,,2003-07-10
IBM,Storage,NGO,29,,2018-04-24
Oracle,Processor,NGO,22,,2010-04-10
Oracle,Authentication,Public,0,,2018-05-06
Amazon,Database,,15,,2018-06-12
Facebook,Storage,NGO,,78.75,2017-07-09
IBM,Data Science,,,54.75,2015-05-15
Facebook,Processor,,12,62.25,2018-07-20
Oracle,Database,,9,79.25,2004-07-11
Google,Storage,,36,53.25,2004-08-26
Cisco,Processor,Public,45,57.5,2009-06-18
Amazon,Authentication,Private,43,73,2018-05-08
Oracle,Containers,,7,66.25,2001-07-09
Facebook,Data Science,Private,6,76.25,2009-08-05
IBM,Database,Public,,,2011-06-18
Amazon,Storage,NGO,,63.25,2018-07-18
Oracle,Database,Private,,78.25,2005-06-07
Cisco,Database,NGO,45,58.5,2019-05-20
Microsoft,Containers,NGO,14,65.75,2004-06-22
IBM,Containers,Public,28,69.5,2006-06-10
IBM,Compute,NGO,15,59.5,2001-03-18
Google,Storage,Public,12,,2012-05-12
Facebook,Containers,NGO,21,53.5,2014-08-21
Amazon,Processor,Public,39,75,2013-08-11
Facebook,Database,,17,76,2009-09-05
Amazon,Database,Private,,,2017-07-25
Facebook,Authentication,Public,,67.25,2018-06-06
IBM,Authentication,Private,,,2005-10-04
Facebook,Containers,,46,,2011-06-16
Cisco,Processor,NGO,,72.25,2008-04-08
Facebook,Authentication,NGO,,61,2012-09-11
IBM,Compute,NGO,8,,2003-05-21
Microsoft,Containers,Public,,63,2018-05-21
Cisco,Database,,7,,2003-06-16
Google,Storage,,,,2005-06-10
Cisco,Authentication,NGO,20,,2016-08-05
Oracle,Compute,Public,,,2010-01-02
Facebook,Processor,Public,19,70.75,2014-05-09
IBM,Processor,NGO,,,2014-07-05
Microsoft,Processor,Public,,77.5,2009-07-18
Amazon,Containers,NGO,32,69,2014-06-11
Google,Authentication,Public,3,70.75,2017-05-02
Facebook,Containers,NGO,36,76,2007-07-17
IBM,Authentication,Private,2,75,2005-05-13
Microsoft,Containers,Private,,75.5,2006-05-07
Google,Storage,,0,,2007-08-10
Microsoft,Compute,NGO,,54.5,2005-07-18
Oracle,Database,NGO,7,75.25,2010-05-17
Amazon,Compute,Private,,,2001-03-14
Amazon,Storage,Private,,,2006-05-20
Google,Data Science,,,79.25,2009-06-11
Oracle,Processor,NGO,46,79.75,2011-06-23
Microsoft,Storage,,,60,2004-08-03
Oracle,Data Science,Private,,76.25,2015-03-24
Microsoft,Storage,,39,,2009-07-02
Facebook,Data Science,Private,,53.5,2001-10-20
Google,Storage,NGO,,57.75,2008-12-20
Oracle,Authentication,NGO,,77.25,2015-08-04
IBM,Containers,NGO,,68.5,2002-06-20
Cisco,Database,NGO,,75.5,2016-06-22
Facebook,Containers,Public,,58.75,2015-05-08
Cisco,Data Science,Private,5,,2011-06-11
IBM,Authentication,NGO,,,2014-06-02
Cisco,Processor,NGO,,72.75,2011-04-10
Facebook,Processor,NGO,,65.75,2011-02-02
Oracle,Authentication,NGO,,,2002-07-20
Google,Processor,NGO,22,,2016-03-19
Cisco,Compute,Public,16,53,2001-03-15
IBM,Containers,Private,,64,2014-05-08
IBM,Data Science,,2,,2002-03-13
IBM,Processor,NGO,49,,2017-06-06
Amazon,Containers,Private,,,2015-06-09
Microsoft,Storage,,,,2002-06-24
Microsoft,Compute,Private,,,2014-05-24
IBM,Processor,,1,,2005-02-26
IBM,Authentication,Public,7,,2012-07-10
Cisco,Authentication,Public,,,2001-08-18
Facebook,Data Science,Private,33,68.5,2013-08-06
IBM,Authentication,Public,,75.75,2009-05-26
Cisco,Storage,Private,17,,2002-07-13
Facebook,Compute,NGO,31,,2010-06-14
Cisco,Compute,,,64,2010-04-22
Oracle,Compute,NGO,,51,2009-05-05
